id, value
立たす, 1
立ちあがる, 1
立ちつくせ, 1
立ち込め, 1
立ち止まる, 1
立ち上がる, 1
立ち上がろ, 1
立ち直れる, 1
立て直し, 1
掠れ, 1
流せる, 1
流れ落ち, 1
流れ落ちる, 1
溜まる, 1
溜息, 1
旅先, 1
旅立っ, 1
旅立てる, 1
旅路, 1
両方, 1
良い, 1
良き, 1
良し, 1
緑, 1
林, 1
淋しい, 1
淋しく, 1
臨界, 1
隣, 1
涙腺, 1
冷た, 1
冷戦, 1
冷蔵庫, 1
励まし, 1
励め, 1
鈴, 1
麗し, 1
麗しい, 1
歴史, 1
裂こ, 1
恋し, 1
恋しい, 1
恋しく, 1
憐れみ, 1
憐れん, 1
蓮華, 1
連れ去る, 1
連れ込む, 1
連れ出し, 1
路, 1
労, 1
弄べ, 1
老い, 1
老人, 1
六, 1
話しかけ, 1
話せる, 1
腕時計, 1
侘し, 1
凛, 1
嗅ぎ, 1
囁き, 1
埒, 1
毀, 1
嵌っ, 1
憑かれ, 1
揉める, 1
朧気, 1
沁み, 1
洟垂れ, 1
洒落, 1
淹, 1
滲ん, 1
疼い, 1
疼き, 1
眩しく, 1
睨みつけ, 1
睨みつける, 1
睨ん, 1
礫, 1
禊, 1
穢, 1
羞恥心, 1
翳り, 1
腑抜け, 1
舐める, 1
茫然, 1
薔薇, 1
蠢い, 1
貪る, 1
贅沢, 1
邯鄲, 1
頷い, 1
12, 2
Across, 2
Ahaha, 2
Alright, 2
Always, 2
And, 2
BA, 2
BE, 2
BLACK, 2
Big, 2
Breathe, 2
Broken, 2
CONTROL, 2
CRAZY, 2
Chance, 2
Crazy, 2
DO, 2
DRlVER, 2
Day, 2
Dear, 2
Fresh, 2
Fu, 2
Gotta, 2
Ha, 2
Heart, 2
Here, 2
Ho, 2
Hot, 2
KNOW, 2
Komachi, 2
Leave, 2
M, 2
MOON, 2
Madonna, 2
Make, 2
Merry, 2
Miss, 2
Morning, 2
NEWS, 2
NG, 2
Need, 2
Nobody, 2
Number, 2
OCEAN, 2
RED, 2
Right, 2
Rock, 2
SHY, 2
SOS, 2
SPARKLING, 2
STOP, 2
Shut, 2
Song, 2
Sorry, 2
Stand, 2
Stickin, 2
Struggle, 2
Sunshine, 2
Superman, 2
TAXY, 2
THING, 2
Thank, 2
Through, 2
Time, 2
Tomorrow, 2
Truth, 2
Tryin, 2
Um, 2
Voice, 2
WANT, 2
WHITE, 2
WOW, 2
Waiting, 2
Wanna, 2
When, 2
White, 2
Who, 2
Yo, 2
affection, 2
after, 2
ah, 2
always, 2
am, 2
ay, 2
beating, 2
believe, 2
big, 2
bit, 2
borderline, 2
broken, 2
bury, 2
care, 2
chance, 2
changing, 2
child, 2
closed, 2
crown, 2
cryin, 2
crying, 2
deep, 2
driven, 2
drowned, 2
enough, 2
everyday, 2
everything, 2
fall, 2
fill, 2
fine, 2
fireball, 2
flyin, 2
forget, 2
found, 2
freedom, 2
friction, 2
full, 2
glow, 2
goin, 2
gossip, 2
guys, 2
ha, 2
heat, 2
home, 2
honey, 2
hurry, 2
hurt, 2
if, 2
independence, 2
liberty, 2
light, 2
lookin, 2
looking, 2
lost, 2
lovely, 2
made, 2
many, 2
matter, 2
mercy, 2
mm, 2
mode, 2
money, 2
much, 2
myself, 2
n, 2
na, 2
new, 2
or, 2
other, 2
place, 2
pleasure, 2
prejudice, 2
primitive, 2
push, 2
really, 2
reflected, 2
reservation, 2
roll, 2
satisfaction, 2
satisfired, 2
scared, 2
serious, 2
shine, 2
side, 2
sight, 2
sit, 2
someday, 2
sound, 2
stained, 2
state, 2
steering, 2
story, 2
sun, 2
temptation, 2
tight, 2
tow, 2
true, 2
turns, 2
wave, 2
wheel, 2
who, 2
words, 2
worry, 2
ya, 2
ー, 2
あおい, 2
あき, 2
あけ, 2
あける, 2
あげれ, 2
あざやか, 2
あせっ, 2
あっという間, 2
あばれ, 2
あぶない, 2
あやふや, 2
あるい, 2
いざ, 2
いたん, 2
いつの間にか, 2
いでよ, 2
いね, 2
いやらしい, 2
いやらしく, 2
うかべ, 2
うずくまっ, 2
うた, 2
うっ, 2
うつむく, 2
うつる, 2
うなずい, 2
うらやましい, 2
うらやましかっ, 2
うらやむ, 2
うり, 2
うるさい, 2
おいしい, 2
おいてけぼり, 2
おえ, 2
おくびょう, 2
おしまい, 2
おっ, 2
おっことし, 2
おとずれる, 2
おのれ, 2
おびえ, 2
おぼれ, 2
おやすみ, 2
おろか, 2
お茶, 2
かえって, 2
かかえ, 2
かくし, 2
かけめぐる, 2
かざす, 2
かすか, 2
かたち, 2
かたっぱし, 2
かち合う, 2
かなた, 2
かまい, 2
かみしめ, 2
からから, 2
からだ, 2
かり, 2
かれる, 2
かろうじて, 2
かわく, 2
かわり, 2
きい, 2
きっかけ, 2
きらめい, 2
きり, 2
きる, 2
ぎないものひとつ, 2
くぐれ, 2
くじける, 2
くだらなかっ, 2
くらう, 2
くり, 2
くりゃ, 2
くわ, 2
けしかけ, 2
けちっ, 2
けっして, 2
けわしい, 2
こえ, 2
こおりつい, 2
こなごな, 2
こぼし, 2
こめ, 2
こらし, 2
こり, 2
こわ, 2
こんなにも, 2
ごみ, 2
さい, 2
さがせ, 2
ささやく, 2
さしのべ, 2
さす, 2
さだめ, 2
さっさと, 2
さみしい, 2
さみしく, 2
さる, 2
しがみつく, 2
したっ, 2
しなやか, 2
しばら, 2
しびれ, 2
しびれる, 2
しぶき, 2
しぼん, 2
しみこん, 2
しゃあない, 2
しゃべり, 2
しよう, 2
しん, 2
じゃんじゃん, 2
す, 2
すき間, 2
すごい, 2
すっぽかし, 2
すませ, 2
すり減らす, 2
すれちがう, 2
すれ違う, 2
ずれ, 2
せこい, 2
せつなく, 2
せめ, 2
ぜったい, 2
そいつ, 2
そっけ, 2
そびえる, 2
たい, 2
たぎる, 2
たたく, 2
ただ中, 2
たとえば, 2
たどっ, 2
たどりつく, 2
たどる, 2
たまらなく, 2
たれ, 2
だまさ, 2
だるい, 2
ちぎれ, 2
ちっとも, 2
ちの, 2
ちゃい, 2
ちょっかい, 2
ちょっとした, 2
ちらし, 2
ついつい, 2
ついに, 2
つかの間, 2
つかまえ, 2
つかまえる, 2
つかまっ, 2
つかん, 2
つきあい, 2
つきあえ, 2
つくり, 2
つじつま, 2
つたい, 2
つつむ, 2
つなが, 2
つなぎ, 2
つなぐ, 2
つのる, 2
つぶす, 2
つまずい, 2
でか, 2
でかい, 2
でっかい, 2
とぎれ, 2
ところ, 2
とじ, 2
とじる, 2
とどか, 2
とどまる, 2
とびだし, 2
とぶ, 2
とめ, 2
とりのこさ, 2
どおり, 2
どしゃ降り, 2
どん, 2
なかっ, 2
なけりゃ, 2
なげ, 2
なごり, 2
なで, 2
なにしろ, 2
なりゃ, 2
なるほど, 2
なんだかんだ, 2
にじむ, 2
ぬぐわ, 2
ねぇ, 2
ねむる, 2
ねむれ, 2
のがれ, 2
のぼせ, 2
のぼりつめ, 2
はい, 2
はがゆい, 2
はぐれ, 2
はじまろ, 2
はずかしい, 2
はやい, 2
はらみ, 2
はり, 2
はりつい, 2
はるか, 2
ひきずる, 2
ひたむき, 2
ひっくりかえそ, 2
ひととき, 2
ひびわれ, 2
ひび割れ, 2
ひろがる, 2
ふい, 2
ふえる, 2
ふせ, 2
ふてくされ, 2
ふと, 2
ふやけ, 2
ふらつく, 2
ふりそそぐ, 2
ふりまわさ, 2
ふりむい, 2
ふりむか, 2
ふるえ, 2
ふるわす, 2
ぶら, 2
ほか, 2
ほどい, 2
ぼう, 2
まえ, 2
まじめ, 2
まじり, 2
まちがい, 2
まちがっ, 2
まっしろ, 2
まぶし, 2
まり, 2
まわし, 2
みえる, 2
みせる, 2
みつから, 2
むかえ, 2
むかっ, 2
むきだし, 2
むくわ, 2
むさぼり, 2
むさぼる, 2
めかし, 2
めくる, 2
めざす, 2
めまぐるしい, 2
めんどくさい, 2
もっ, 2
もったいない, 2
もて, 2
もやし, 2
もれ, 2
もれる, 2
やけに, 2
やってくる, 2
やはり, 2
ゆえに, 2
ゆらめく, 2
ゆるめ, 2
ょわずにずっといつまでも, 2
よけりゃ, 2
よって, 2
らい, 2
りす, 2
わが, 2
わが国, 2
わめい, 2
われる, 2
アクビ, 2
アシタノタメニ, 2
アスファルト, 2
アナタトワタシデサア, 2
アホ, 2
アリガトウ, 2
アルコール, 2
アルバム, 2
ウインド, 2
ウェイティング, 2
ウブ, 2
ウワベ, 2
エンディング, 2
オカズ, 2
オメデトウ, 2
オリ, 2
カガヤクイマニ, 2
カラス, 2
カンジ, 2
カンペキ, 2
キズ, 2
キメナキャイケナイ, 2
ギャンブラー, 2
ギラ, 2
クール, 2
クサイ, 2
クスリ, 2
クタクタ, 2
クロール, 2
ケーキ, 2
ケータイ, 2
ケチ, 2
ケリ, 2
ゲート, 2
コーヒー, 2
コケ, 2
コブシヲニギレ, 2
ゴミ, 2
ゴング, 2
サイコー, 2
サイレン, 2
シカケ, 2
シゴト, 2
システム, 2
ショウ, 2
ショック, 2
ジーンズ, 2
ジゴロ, 2
スッパイ, 2
スネ, 2
スローモーション, 2
セメナキャイケナイ, 2
センセイ, 2
ソコ, 2
ソファー, 2
タイプ, 2
タイミング, 2
ダイス, 2
ダイヤ, 2
ダメダメ, 2
ダンナ, 2
チョコレート, 2
ツボ, 2
ツラ, 2
テキモミカタモナイゾ, 2
ディープキス, 2
デモナニモオコラナイネ, 2
トバナキャイケナイ, 2
トラブル, 2
トラベリンメン, 2
ド, 2
ナシ, 2
ナメ, 2
ナレ, 2
ニュース, 2
ハニー, 2
ハメ, 2
ハラ, 2
バス停, 2
バラード, 2
バレる, 2
パーフェクト, 2
パール, 2
パズル, 2
ビート, 2
ビビっ, 2
ビョーキ, 2
フェイス, 2
フメツノフェイス, 2
フラ, 2
フラチ, 2
フラフラ, 2
フレーズ, 2
フレグランス, 2
プリーズ, 2
プルプル, 2
ヘイ, 2
ヘタ, 2
ベット, 2
ベロ, 2
ベンチ, 2
ホコリ, 2
ホタル, 2
ホラ, 2
ボディ, 2
ポーカー, 2
マーシャル, 2
マンネリ, 2
ミ・ヤ・ビ, 2
ムチ, 2
ムチャ, 2
メリークリスマス, 2
モラル, 2
ヤジ, 2
ヤンナキャイケナイ, 2
ユメ, 2
ユルギナイチカラ, 2
ライヴ, 2
ラジオ, 2
ラスト, 2
ラフ, 2
ラランララン, 2
ランプ, 2
ランボオ, 2
リタイヤ, 2
リング, 2
ルージュ, 2
ルーツ, 2
ルール, 2
ロマンチック, 2
ワイン, 2
ワナ, 2
ワルイユメ, 2
阿呆, 2
愛車, 2
愛想, 2
圧倒的, 2
安い, 2
暗く, 2
偉, 2
囲ま, 2
委ね, 2
意外, 2
椅子, 2
異常, 2
萎え, 2
違い, 2
違和感, 2
一気に, 2
一寸, 2
印象, 2
引き寄せ, 2
引き分け, 2
引け, 2
飲み干そ, 2
飲み込ま, 2
隠す, 2
羽ばたく, 2
渦, 2
欝, 2
栄華, 2
越えよ, 2
遠ざかり, 2
汚れ, 2
押しつぶさ, 2
押し寄せる, 2
殴っ, 2
殴ら, 2
黄金, 2
黄色, 2
黄色い, 2
億, 2
憶病, 2
温もり, 2
穏やか, 2
下手, 2
何だか, 2
何者, 2
価値, 2
家賃, 2
家庭, 2
果てしなく, 2
歌え, 2
歌える, 2
稼い, 2
花束, 2
荷物, 2
壊れる, 2
懐かしい, 2
懐かしく, 2
灰色, 2
貝殻, 2
外, 2
外れ, 2
崖, 2
蓋, 2
獲物, 2
確実, 2
角, 2
学び, 2
楽しも, 2
渇い, 2
滑る, 2
噛ん, 2
乾き, 2
感触, 2
汗ばん, 2
丸い, 2
眼差し, 2
頑張る, 2
願う, 2
危ない, 2
喜ぶ, 2
喜ん, 2
寄り添い, 2
幾つ, 2
機嫌, 2
気づき, 2
気持ち良, 2
気取る, 2
気力, 2
祈っ, 2
起こし, 2
起こら, 2
輝か, 2
犠牲, 2
疑惑, 2
義理, 2
喫茶店, 2
休ん, 2
吸いこん, 2
急げ, 2
泣かさ, 2
虚し, 2
許す, 2
叫べる, 2
境界, 2
強, 2
怯む, 2
恐れ, 2
狂い, 2
狂っ, 2
狭く, 2
興味, 2
曲がる, 2
緊急, 2
近づく, 2
近寄っ, 2
金縛り, 2
苦し, 2
苦しま, 2
苦しみ, 2
苦しむ, 2
駆け, 2
具合, 2
愚か者, 2
繰り返す, 2
繋い, 2
繋がっ, 2
繋がる, 2
激し, 2
欠ける, 2
決まっ, 2
決まり, 2
潔く, 2
結局, 2
結構, 2
結末, 2
嫌, 2
犬, 2
見きわめ, 2
見つかる, 2
見れ, 2
見栄, 2
見失う, 2
見上げる, 2
見当たら, 2
見透かさ, 2
厳しい, 2
減ら, 2
現れ, 2
現代, 2
言い放つ, 2
限ら, 2
呼び止め, 2
呼び続け, 2
己, 2
語り合う, 2
交わさ, 2
交わし, 2
交わり, 2
光らせ, 2
光り輝く, 2
効き, 2
口笛, 2
幸, 2
幸福, 2
広がり, 2
攻め, 2
更け, 2
降っ, 2
降りそそぐ, 2
高, 2
高速, 2
合わ, 2
合わせ, 2
刻む, 2
告げ, 2
今ごろ, 2
今週, 2
恨ま, 2
恨み, 2
混ざり, 2
混み, 2
座っ, 2
最悪, 2
塞い, 2
砕け, 2
在る, 2
桜, 2
擦り, 2
三, 2
惨め, 2
散らし, 2
産み落とし, 2
産ん, 2
産声, 2
仕方, 2
使い, 2
思いがけない, 2
思いこん, 2
思いっきり, 2
思いやり, 2
思い切っ, 2
思い描い, 2
指輪, 2
止まっ, 2
視線, 2
詩人, 2
試す, 2
似合う, 2
侍れ, 2
時として, 2
磁石, 2
自業自得, 2
実力, 2
捨てよ, 2
者, 2
若, 2
若い, 2
弱い, 2
弱音, 2
取り返す, 2
手ざわり, 2
手つき, 2
手のひら, 2
受け, 2
受けつけ, 2
受け入れる, 2
秋, 2
蹴り, 2
蹴飛ばし, 2
週刊, 2
集まっ, 2
集まる, 2
集め, 2
住めりゃ, 2
十人十色, 2
柔らかい, 2
渋い, 2
重, 2
重く, 2
重ねる, 2
宿る, 2
縮ん, 2
出る, 2
出れ, 2
出来, 2
術, 2
盾, 2
巡っ, 2
順調, 2
助け, 2
女々しい, 2
傷つき, 2
勝ち誇る, 2
小さく, 2
少年, 2
床, 2
昇り, 2
消さ, 2
焦点, 2
照ら, 2
照らせ, 2
照れる, 2
称え, 2
笑わせ, 2
証拠, 2
上々, 2
上手, 2
乗り, 2
乗り込ん, 2
場面, 2
常識, 2
情, 2
情報, 2
状態, 2
譲り, 2
色づい, 2
触れれ, 2
食っ, 2
食べる, 2
食欲, 2
信号, 2
寝る, 2
寝顔, 2
寝息, 2
寝返り, 2
真っ, 2
神経, 2
親, 2
身軽, 2
身勝手, 2
進みゃ, 2
人類, 2
尽くし, 2
吹き抜ける, 2
吹き飛ん, 2
水面, 2
酔い, 2
酔っ, 2
酔っぱらい, 2
澄ん, 2
世界中, 2
性分, 2
星空, 2
棲む, 2
正確, 2
正気, 2
生きよ, 2
生きれ, 2
盛り上がっ, 2
逝っ, 2
醒め, 2
青臭い, 2
脆く, 2
惜し, 2
石, 2
積ん, 2
責める, 2
責任, 2
赤, 2
切り抜けれ, 2
切れはし, 2
折り重なる, 2
折れ, 2
絶好調, 2
先々, 2
泉, 2
染まっ, 2
染まり, 2
染まる, 2
染み, 2
染め, 2
染める, 2
潜む, 2
潜め, 2
選ぶ, 2
選べよ, 2
鮮明, 2
狙え, 2
素振り, 2
想え, 2
捜し, 2
巣, 2
槍, 2
相性, 2
草, 2
走っ, 2
走り出す, 2
増し, 2
憎まれ, 2
足もと, 2
足音, 2
足元, 2
足取り, 2
速, 2
続ける, 2
存分, 2
損, 2
多い, 2
打ち, 2
打っ, 2
待た, 2
待ち, 2
貸し借り, 2
大きく, 2
大手, 2
大人, 2
大胆, 2
叩い, 2
叩き, 2
奪っ, 2
脱い, 2
単純, 2
嘆き, 2
嘆く, 2
探す, 2
探そ, 2
弾ける, 2
暖かい, 2
知らさ, 2
知らせ, 2
地面, 2
恥じる, 2
置い, 2
遅, 2
遅れ, 2
着, 2
着く, 2
着ける, 2
中, 2
中途半端, 2
仲, 2
仲良く, 2
宙, 2
昼間, 2
注ぎ, 2
張り, 2
蝶々, 2
超える, 2
長, 2
沈む, 2
追い, 2
追いつめ, 2
通す, 2
掴ん, 2
諦め, 2
泥まみれ, 2
天, 2
天井, 2
天使, 2
転がり, 2
転校生, 2
伝わる, 2
電車, 2
渡る, 2
登っ, 2
途中, 2
都合, 2
土曜日, 2
奴, 2
怒る, 2
冬, 2
凍ら, 2
投げる, 2
投げ出し, 2
桃色, 2
当たり前, 2
到底, 2
踏み入れ, 2
踏め, 2
逃げ出し, 2
透き通る, 2
動い, 2
動か, 2
動き出し, 2
動物, 2
導い, 2
道徳, 2
毒, 2
突き, 2
突き破っ, 2
届けよ, 2
鈍い, 2
内緒, 2
南, 2
賑やか, 2
日常, 2
入っ, 2
入れる, 2
忍び寄る, 2
燃やす, 2
濃い, 2
能, 2
拝み, 2
拝む, 2
買い, 2
買う, 2
売れ, 2
薄暗い, 2
縛ら, 2
抜か, 2
晩, 2
卑屈, 2
否応, 2
悲劇, 2
秘密, 2
被害, 2
飛び散る, 2
飛べる, 2
微笑む, 2
微笑ん, 2
微妙, 2
美しき, 2
美貌, 2
鼻, 2
必死, 2
百, 2
表情, 2
描け, 2
不意, 2
付い, 2
怖がら, 2
普通, 2
浮かん, 2
負ける, 2
武器, 2
風邪, 2
覆い, 2
沸き上がる, 2
分かち, 2
分ける, 2
紛れ, 2
文句, 2
聞かし, 2
聞け, 2
塀, 2
並ん, 2
閉ざさ, 2
閉ざそ, 2
閉じ込め, 2
閉め, 2
癖, 2
別々, 2
返せ, 2
舗道, 2
捕まえ, 2
歩け, 2
包む, 2
呆れ, 2
崩れ落ち, 2
抱きしめる, 2
抱き合う, 2
抱き合っ, 2
抱ける, 2
捧げよ, 2
放ち, 2
放っ, 2
方向, 2
褒め, 2
飽きる, 2
忘れよ, 2
忘れ去る, 2
膨らむ, 2
吠え, 2
毎晩, 2
満た, 2
未だ, 2
未開, 2
未練, 2
蜜, 2
眠く, 2
眠れる, 2
夢中, 2
無き, 2
無意識, 2
無作法, 2
無防備, 2
霧, 2
命がけ, 2
迷っ, 2
迷路, 2
鳴り, 2
模様, 2
目覚める, 2
問い, 2
問わ, 2
悶々, 2
夜更け, 2
夜毎, 2
憂, 2
湧い, 2
湧く, 2
夕闇, 2
夕食, 2
余地, 2
揺ら, 2
揺らぐ, 2
揺らさ, 2
用, 2
葉, 2
遥か, 2
欲しく, 2
欲情, 2
雷, 2
乱れる, 2
裏切る, 2
離す, 2
立た, 2
立ちつくす, 2
立ち止まっ, 2
流れよ, 2
溜め息, 2
旅立ち, 2
涼しげ, 2
良かっ, 2
力尽きる, 2
輪っか, 2
冷え, 2
冷める, 2
礼, 2
恋心, 2
路上, 2
漏れ, 2
漏れる, 2
話せ, 2
惑わさ, 2
仄か, 2
囁い, 2
囁く, 2
彷徨い, 2
揉ま, 2
曖昧, 2
謳う, 2
10, 3
100, 3
ALONE, 3
Again, 3
Ain, 3
Anything, 3
BIG, 3
BROTHER, 3
Blowin, 3
CD, 3
CHANGE, 3
COME, 3
CRY, 3
Communication, 3
Crush, 3
DANCE, 3
DAY, 3
DEAD, 3
DEEP, 3
DRIVE, 3
Dive, 3
ENERGY, 3
EPIC, 3
EVERYDAY, 3
Everybody, 3
Everyday, 3
FASHION, 3
FIND, 3
FRIDAY, 3
FUTURE, 3
Free, 3
G, 3
GREEN, 3
Getaway, 3
Gonna, 3
Good, 3
HEAT, 3
HIGH, 3
HOT, 3
IS, 3
If, 3
JOY, 3
Jealousy, 3
Jive, 3
Keep, 3
Lady, 3
Like, 3
Live, 3
Look, 3
MACHINE, 3
MIDNIGHT, 3
MONSTER, 3
MVP, 3
NATIVE, 3
Nowhere, 3
PRAY, 3
Please, 3
Promise, 3
READY, 3
ROAD, 3
ROCK, 3
SO, 3
SOUL, 3
SPLASH, 3
STAY, 3
Safety, 3
Sake, 3
Shouting, 3
Someone, 3
Speak, 3
TOKYO, 3
TV, 3
Tasty, 3
This, 3
Try, 3
WANNA, 3
WAR, 3
WAY, 3
WHAT, 3
Waganamidakana, 3
Why, 3
X, 3
YOURSELF, 3
Young, 3
ain, 3
along, 3
any, 3
at, 3
before, 3
better, 3
blowin, 3
brain, 3
break, 3
brighter, 3
burn, 3
by, 3
candle, 3
close, 3
communication, 3
dancin, 3
dark, 3
desire, 3
dreams, 3
drink, 3
drives, 3
edge, 3
empty, 3
end, 3
everybody, 3
everywhere, 3
far, 3
fear, 3
getaway, 3
gone, 3
hair, 3
hard, 3
hide, 3
hole, 3
leading, 3
live, 3
lonely, 3
look, 3
lose, 3
losing, 3
miss, 3
moon, 3
our, 3
paying, 3
please, 3
road, 3
seen, 3
she, 3
think, 3
thinkin, 3
thinking, 3
till, 3
touch, 3
train, 3
un, 3
waiting, 3
wall, 3
was, 3
when, 3
world, 3
あおう, 3
あかり, 3
あきらめる, 3
あわせ, 3
いくら, 3
いっぱい, 3
いてる, 3
いまどき, 3
うし, 3
うそ, 3
うたお, 3
うっすら, 3
うつ, 3
うつむい, 3
うるおう, 3
うろたえる, 3
おいてきぼり, 3
おき, 3
おどろ, 3
おんなじ, 3
かう, 3
かえす, 3
かかげろ, 3
かき, 3
かくさ, 3
かこ, 3
かたい, 3
かっ, 3
かわい, 3
かわそ, 3
がんばっ, 3
きか, 3
きまぐれ, 3
きらめき, 3
くっつい, 3
くりかえす, 3
くり返し, 3
ぐらつく, 3
ぐりめぐってまた, 3
けなし, 3
こころ, 3
こたえ, 3
こぶし, 3
こわし, 3
こわれる, 3
ごまかし, 3
さぁ, 3
さえ, 3
さみし, 3
さめる, 3
さらけだせ, 3
さりげ, 3
さわい, 3
さわっ, 3
ざわめき, 3
しまっ, 3
しみつい, 3
しめ, 3
しゃぶり, 3
しょうもない, 3
じっくり, 3
じわりじわり, 3
すぎ, 3
すむ, 3
せかす, 3
せまら, 3
それとも, 3
それなり, 3
たおれる, 3
たぐり, 3
たたっ, 3
たまに, 3
ためらい, 3
だい, 3
だせ, 3
だって, 3
つき, 3
つけろ, 3
つながり, 3
つなぎとめ, 3
つぶやい, 3
つまる, 3
つれ, 3
てん, 3
でかけ, 3
できれ, 3
ではじめよ, 3
とうに, 3
とおりすぎ, 3
とけ, 3
とどろけ, 3
とまどう, 3
とる, 3
どうせ, 3
どうも, 3
どっこいどっこい, 3
どっぷり, 3
な, 3
なお, 3
ながい, 3
ながめ, 3
なき, 3
なくす, 3
なくなり, 3
なすら, 3
ぬい, 3
ぬるい, 3
ねばれ, 3
はかな, 3
はかなく, 3
はきだし, 3
はじまっ, 3
はじめよ, 3
はじらい, 3
はて, 3
はばたい, 3
ぱっと, 3
ひ, 3
ひそか, 3
ひろげ, 3
ふくらん, 3
ふりかえる, 3
ふりしぼる, 3
ふるさと, 3
ふろ, 3
ぶつかる, 3
ほうり, 3
ほしい, 3
ほったらかし, 3
ほんとに, 3
ぼっ, 3
まぎれ, 3
まずい, 3
まっしぐら, 3
まとも, 3
まぶた, 3
まわる, 3
みださ, 3
めぐり, 3
めんどく, 3
もだえ, 3
もちろん, 3
もらっ, 3
ゃあいい, 3
ゃいるんだ, 3
やがて, 3
やっと, 3
やめよ, 3
やりとり, 3
やれる, 3
やろ, 3
やわらかい, 3
ゆる, 3
よい, 3
よかっ, 3
よじれ, 3
よせる, 3
よそ見, 3
よみがえっ, 3
わかりゃ, 3
アクセル, 3
アケスケ, 3
アザ, 3
アタマ, 3
アップアップ, 3
アドレナリン, 3
イエス, 3
イタイケ, 3
イチ, 3
イッツオ, 3
イミシン, 3
エンジン, 3
オノレ, 3
オリジナル, 3
カーテン, 3
カウンター, 3
カクシン, 3
ガラクタ, 3
ガラス, 3
キリ, 3
グライド, 3
ケツ, 3
ゲーム, 3
コ, 3
コレ, 3
コレデイイノダコレデイイノダ, 3
サダメ, 3
サマー, 3
シーズン, 3
シグナル, 3
ショー, 3
シラ, 3
シルク, 3
ジプシー, 3
スイマー, 3
スケジュール, 3
スパイラル, 3
スマイル, 3
ダ, 3
ダイヤモンド, 3
ダサイ, 3
テーブル, 3
トンネル, 3
ドウスリャイイノ, 3
ドレス, 3
ナンバー, 3
ネオン, 3
ノイズ, 3
ノミホソウ, 3
ハジ, 3
ハッピー, 3
ハンドル, 3
バチ, 3
パラダイス, 3
ヒィヒィヒィ, 3
ビル, 3
フキアレナサイ, 3
フツウ, 3
プライド, 3
プリズナー, 3
プロローグ, 3
ベクトル, 3
ページ, 3
ボロボロ, 3
マーチ, 3
マイスター, 3
マリ, 3
マン, 3
ミソ, 3
メ, 3
メシ, 3
メラメラ, 3
モーメント, 3
ヨク, 3
ラ, 3
ライ, 3
ロス, 3
ロンリースターズ, 3
ワザ, 3
ヴィジョン, 3
哀しく, 3
愛し合う, 3
逢う, 3
逢え, 3
悪く, 3
握っ, 3
握り, 3
安らぎ, 3
意外と, 3
意地, 3
一生, 3
一声, 3
一度, 3
一夜, 3
溢れ, 3
溢れる, 3
引き返さ, 3
引き裂け, 3
飲ん, 3
雨粒, 3
駅, 3
越せ, 3
煙草, 3
縁, 3
遠き, 3
往く, 3
横顔, 3
可能, 3
火花, 3
花火, 3
花開く, 3
我が身, 3
牙, 3
壊し, 3
快楽, 3
悔やむ, 3
絵, 3
開く, 3
街道, 3
格好, 3
学ぶ, 3
楽しむ, 3
楽しめ, 3
楽園, 3
乾い, 3
感じる, 3
歓声, 3
奇跡, 3
奇蹟, 3
帰ろ, 3
飢え, 3
偽り, 3
久しぶり, 3
休み, 3
救う, 3
救わ, 3
泣かせ, 3
泣き笑い, 3
去っ, 3
去れ, 3
叫べよ, 3
叫ぼ, 3
恐く, 3
狭き, 3
驚き, 3
凝らそ, 3
玉, 3
苦い, 3
苦しい, 3
空っぽ, 3
偶然, 3
迎えよ, 3
欠け, 3
決まら, 3
決まる, 3
決める, 3
結果, 3
権利, 3
見きわめろ, 3
見つけだし, 3
見つけろ, 3
見つめる, 3
見守っ, 3
見送っ, 3
元気, 3
呼び, 3
戸惑う, 3
戸惑わ, 3
故郷, 3
枯らし, 3
語る, 3
向い, 3
向かい, 3
好か, 3
広がる, 3
構わ, 3
考える, 3
荒くれ, 3
荒れ, 3
行方, 3
豪勢, 3
刻ん, 3
国境, 3
惚れ, 3
今宵, 3
困っ, 3
根っこ, 3
根性, 3
差し出さ, 3
砂漠, 3
鎖, 3
最愛, 3
坂, 3
咲かせ, 3
殺し, 3
雑, 3
錆び, 3
始まっ, 3
始まら, 3
始めよ, 3
始める, 3
思い切り, 3
止まる, 3
糸, 3
事情, 3
次第, 3
失くなる, 3
実る, 3
寂しい, 3
弱, 3
弱み, 3
守ろ, 3
受話器, 3
呪文, 3
拾い, 3
終点, 3
蹴っ, 3
週末, 3
醜態, 3
出かけよ, 3
出す, 3
出せる, 3
出よ, 3
出逢い, 3
出逢っ, 3
出会え, 3
出口, 3
純情, 3
傷つける, 3
傷付け, 3
勝ち負け, 3
少女, 3
昇っ, 3
消す, 3
焼き, 3
笑いかけ, 3
笑み, 3
衝撃, 3
証し, 3
鐘, 3
上げ, 3
状況, 3
飾り, 3
色とりどり, 3
触れる, 3
食い, 3
侵さ, 3
振り返る, 3
真っ白い, 3
真っ裸, 3
真新しい, 3
身分, 3
進み, 3
進める, 3
人ごみ, 3
水, 3
酔っぱらっ, 3
酔わ, 3
数, 3
数え, 3
澄まそ, 3
世, 3
世の中, 3
性格, 3
正しい, 3
清らか, 3
生, 3
生きぬい, 3
生き物, 3
生まれ変わっ, 3
惜しげ, 3
切っ, 3
切ら, 3
切る, 3
絶ち, 3
千, 3
戦え, 3
